,Unnamed: 0,jp_title,en_title,char_name,fav,img
182,12,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,My Next Life as a Villainess: All Routes Lead to Doom! X,Sirius Dieke (シリウス・ディーク),Member Favorites: 25,https://cdn.myanimelist.net/images/characters/16/419267.jpg
183,13,Uramichi Oniisan,Life Lessons with Uramichi-Oniisan,Matahiko Nekota (猫田 又彦),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/11/448426.jpg
184,14,Meikyuu Black Company,The Dungeon of Black Company,Kurtz  (クルツ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/489464.jpg
185,15,Deatte 5-byou de Battle,Battle Game in 5 Seconds,Yuuto Shirasagi (白鷺 勇人),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/2/387314.jpg
186,16,Megami-ryou no Ryoubo-kun.,Mother of the Goddess' Dormitory,Mineru Wachi (和知 みねる),Member Favorites: 33,https://cdn.myanimelist.net/images/characters/3/439512.jpg
187,17,Heion Sedai no Idaten-tachi,The Idaten Deities Know Only Peace,Oobami  ,Member Favorites: 3,https://cdn.myanimelist.net/images/characters/5/450025.jpg
188,18,Peach Boy Riverside,, Sumeragi (皇鬼),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/8/454549.jpg
189,19,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,I’m Standing on a Million Lives Season 2,Ryce  (ライス),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/16/483979.jpg
190,20,Shiroi Suna no Aquatope,The Aquatope on White Sand,Marina Yonekura (米倉 マリナ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/6/472789.jpg
191,21,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Drug Store in Another World: The Slow Life of a Cheat Pharmacist,Lady Flam  (フラム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/9/448747.jpg
192,22,Re-Main,,Keita Kakihana (垣花 慶太),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/10/442228.jpg
193,23,Mahouka Koukou no Yuutousei,The Honor Student at Magic High School,Kyouko Fujibayashi (藤林 響子),Member Favorites: 29,https://cdn.myanimelist.net/images/characters/4/549560.jpg
194,24,Higurashi no Naku Koro ni Sotsu,Higurashi: When They Cry – SOTSU,Satoshi Houjou (北条 悟史),Member Favorites: 109,https://cdn.myanimelist.net/images/characters/3/33920.jpg
195,25,Scarlet Nexus,,Gemma Garrison (ゲンマ・ギャリソン),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/442658.jpg
196,26,Kageki Shoujo!!,Kageki Shojo!!,Sei Satomi (里美 星),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/458035.jpg
197,27,Love Live! Superstar!!,,Manmaru  (マンマル),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/488130.jpg
198,28,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,Magia Record: Puella Magi Madoka Magica Side Story Season 2 - The Eve of Awakening,Tsuruno Yui (由比 鶴乃),Member Favorites: 73,https://cdn.myanimelist.net/images/characters/6/399147.jpg
199,29,Night Head 2041,,Victor  (ヴィクトル),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/479233.jpg
200,30,D_Cide Traumerei the Animation,,Yoshichika Murase (村瀬 良判),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/446248.jpg
201,31,IDOLiSH7 Third Beat!,,Momose Sunohara (春原 百瀬),Member Favorites: 323,https://cdn.myanimelist.net/images/characters/8/308350.jpg
202,32,"Ore, Tsushima","I, Tsushima",Zun-neesan  (ズン姐さん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/445772.jpg
203,33,Yami Shibai 9,Theatre of Darkness: Yamishibai 9,Storyteller  (紙芝居屋),Member Favorites: 72,https://cdn.myanimelist.net/images/characters/4/259167.jpg
204,34,Tsukipro The Animation 2,,Tsubasa Okui (奥井 翼),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/3/327690.jpg
205,35,Getter Robo Arc,,Schwartz Koff (シュワルツコフ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/9/451203.jpg
206,36,Pretty All Friends Selection,,,,
207,37,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
208,38,Tokyo Revengers,,Nahoya Kawata (河田 ナホヤ),Member Favorites: 361,https://cdn.myanimelist.net/images/characters/16/397159.jpg
209,39,Boku no Hero Academia 5th Season,My Hero Academia Season 5,Tsuyu Asui (蛙吹 梅雨),"Member Favorites: 4,673",https://cdn.myanimelist.net/images/characters/10/299409.jpg
210,40,Fumetsu no Anata e,To Your Eternity,Rynn Cropp (リーン・クロップ),Member Favorites: 46,https://cdn.myanimelist.net/images/characters/2/452738.jpg
211,41,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
212,42,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
213,43,Mairimashita! Iruma-kun 2nd Season,Welcome to Demon School! Iruma-kun Season 2,Lead Shax (シャックス・リード),Member Favorites: 86,https://cdn.myanimelist.net/images/characters/7/402904.jpg
214,44,Shaman King (2021),,Lyserg Diethel (リゼルグ・ダイゼル),Member Favorites: 103,https://cdn.myanimelist.net/images/characters/7/110874.jpg
215,45,Edens Zero,,Witch Regret (ウィッチ・リグレット),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/13/496670.jpg
216,46,Kingdom 3rd Season,Kingdom: Season 3,Tian Meng (蒙恬),Member Favorites: 174,https://cdn.myanimelist.net/images/characters/5/225825.jpg
217,47,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
218,48,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,Vearn  (バーン),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/11/545516.jpg
219,49,Blue Reflection Ray,,Ryoka Tachibana (橘 涼楓),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/14/487294.jpg
220,50,Maiko-san Chi no Makanai-san,Kiyo in Kyoto: From the Maiko House,Momoko  (百子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/469962.jpg
221,51,Yu☆Gi☆Oh! Sevens,Yu-Gi-Oh! Sevens,Nanaho Nanahoshi (七星 ナナホ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/495474.jpg
222,52,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,Yuriko Shiratori (白鳥百 合子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/438290.jpg
223,53,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
224,54,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
225,55,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
226,56,Shikaru Neko,,,,
227,57,Dinosaur Biyori,,Triceratops  (トリケラトプス),Member Favorites: 0,
228,58,Mazica Party,,Disco  (ディスコウ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/436833.jpg
229,59,Okashi na Sabaku no Suna to Manu,,Suna  (スナ),Member Favorites: 0,
230,60,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,,Shinji Aokiyama (青木山しんじ / ジャケット紳士),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/414456.jpg
231,61,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
232,62,Shiawase Haitatsu Taneko,,,,
233,63,Uchuu Nanchara Kotetsu-kun,Space Academy,Niko  (ニコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/436984.jpg
234,64,Kaoru no Taisetsu na Mono,,Satoru  (サトル),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/467495.jpg
235,65,Manul no Yuube,,,,
236,66,Utau Soccer Panda Mifanda,,,,
237,67,Shin Nippon History,,,,
238,68,Kintamani Dog,,,,
239,69,Ma-eum-uisoli Season 3,The Sound of Your Heart: Season 3,,,
240,70,In:App,,,,
241,0,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,Aisha Greyrat (アイシャ・グレイラット),Member Favorites: 204,https://cdn.myanimelist.net/images/characters/16/274691.jpg
242,1,"Komi-san wa, Comyushou desu.",Komi Can't Communicate,Hitomi Tadano (只野 瞳),Member Favorites: 63,https://cdn.myanimelist.net/images/characters/12/453351.jpg
243,2,Kimetsu no Yaiba: Mugen Ressha-hen,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,Muichirou Tokitou (時透 無一郎),"Member Favorites: 3,711",https://cdn.myanimelist.net/images/characters/5/464903.jpg
244,3,Ousama Ranking,Ranking of Kings,Miranjo  (魔法の鏡),Member Favorites: 33,https://cdn.myanimelist.net/images/characters/14/451509.jpg
245,4,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,Lloyd  (ロイド),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/4/458887.jpg
246,5,86 Part 2,86 Eighty-Six Part 2,Haruto Keats (ハルト・キーツ),Member Favorites: 55,https://cdn.myanimelist.net/images/characters/15/481807.jpg
247,6,Takt Op. Destiny,, Schindler (シントラー),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/3/453360.jpg
248,7,Mieruko-chan,,God of the Mountain  (山の神様),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/460676.jpg
249,8,Blue Period,, Koigakubo (恋ケ窪),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/14/450171.jpg
250,9,Platinum End,,Hajime Sokotani (底谷 一),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/16/366667.jpg
251,10,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita","Banished From The Hero's Party, I Decided To Live A Quiet Life In The Countryside",Stormthunder  (ストームサンダ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/2/459778.jpg
252,11,Senpai ga Uzai Kouhai no Hanashi,My Senpai is Annoying, Ooishi (大石),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/465714.jpg
253,12,Saihate no Paladin,The Faraway Paladin,Antonio  (トニオ（アントニオ）),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/14/454882.jpg
254,13,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",Ellis Maclaine (エリス・マクレーヌ),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/14/495052.jpg
255,14,Kaizoku Oujo,Fena: Pirate Princess,Otto  (オットー),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/446118.jpg
256,15,Tsuki to Laika to Nosferatu,Irina: The Vampire Cosmonaut,Franz Fellmann (フランツ・フェルマン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/479834.jpg
257,16,Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,Tamayoshi Shima (志磨 珠義),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/460882.jpg
258,17,World Trigger 3rd Season,,Masato Kageura (影浦 雅人),Member Favorites: 39,https://cdn.myanimelist.net/images/characters/7/431876.jpg
259,18,Isekai Shokudou 2,Restaurant to Another World 2,Heinrich Seelemann (ハインリヒ・ゼーレマン),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/8/460076.jpg
260,19,Sakugan,,Merooro  (メローロ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/456949.jpg
261,20,Kyuuketsuki Sugu Shinu,The Vampire Dies in No Time,Y-dan Ojisan  (吸血鬼Y談おじさん),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/14/491298.jpg
262,21,Build Divide: Code Black,Build-Divide -#000000- Code Black,Tatsumi Ishinome (石乃目 巽),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/468492.jpg
263,22,Sankaku Mado no Sotogawa wa Yoru,The Night Beyond the Tricornered Window,Shigeo Isogaki (磯垣 茂男),Member Favorites: 0,
264,23,Selection Project,,Akari Amasawa (天沢 灯),Member Favorites: 24,https://cdn.myanimelist.net/images/characters/8/437730.jpg
265,24,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Yashahime: Princess Half-Demon: The Second Act,Shippou  (七宝),Member Favorites: 427,https://cdn.myanimelist.net/images/characters/5/53722.jpg
266,25,Deep Insanity: The Lost Child,,Nadia  (ナディア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/459108.jpg
267,26,Muv-Luv Alternative,,Marimo Jinguuji (神宮司 まりも),Member Favorites: 29,https://cdn.myanimelist.net/images/characters/6/473115.jpg
268,27,Visual Prison,,Jack Mouton (ジャック・ムートン),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/2/437594.jpg
269,28,180-byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,Can I Make Your Ears Happy in 180 Seconds?,Jirou  (二郎),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/560715.jpg
270,29,Kyoukai Senki,AMAIM Warrior at the Borderline,Joe Spears (ジョウ・スピアーズ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/484815.jpg
271,30,Deji Meets Girl,"""Deji"" Meets Girl",Teruko Higa (比嘉 テル子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/457679.jpg
272,31,Kaginado,,Fuuko Ibuki (伊吹 風子),"Member Favorites: 3,631",https://cdn.myanimelist.net/images/characters/2/79593.jpg
273,32,Puraore! Pride of Orange,PuraOra! PRIDE OF ORANGE,Seiko Kuga (久賀 セイコ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/437708.jpg
274,33,Blade Runner: Black Lotus,,Alani Davis ,Member Favorites: 0,
275,34,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,Yuki Yuna is a Hero: The Great Mankai Chapter,Mebuki Kusunoki (楠 芽吹),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/10/343942.jpg
276,35,Tesla Note,,Kyouhei Himi (氷見 恭平),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/449920.jpg
277,36,Digimon Ghost Game,,Piemon  (ピエモン),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/7/170065.jpg
278,37,Lupin III: Part 6,Lupin the Third Part 6,Cosplayer  (コスプレイヤー)),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/477094.jpg
279,38,Gyakuten Sekai no Denchi Shoujo,Rumble Garanndoll,Pocha  (ポチャ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/455751.jpg
280,39,Yaku nara Mug Cup mo: Niban Gama,Let's Make a Mug Too 2,Tomoya Kusano (草野 智也),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/457613.jpg
281,40,Shikizakura,,Ukon Kijima (雉嶋 右近),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/413165.jpg
282,41,Megaton-kyuu Musashi,Megaton Musashi,Asuna Kanzaki (神崎 明日菜),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/8/456141.jpg
283,42,Cardfight!! Vanguard: overDress Season 2,,Yukiko Kondou (近導 ユキコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/454001.jpg
284,43,Muteking the Dancing Hero,,Owen  (オーウェン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/451479.jpg
285,44,Waccha PriMagi!,,Hughie  (ひゅーい),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/466164.jpg
286,45,Kanashiki Debu Neko-chan,,,,
287,46,Kimi to Fit Boxing,,,,
288,47,Chickip Dancers,,Dango  (だんご),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/453228.jpg
289,48,Gunma-chan,,Mimi's Father  (みーみのパパ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/499958.jpg
290,49,Shuumatsu no Walküre Mini Anime (Cartoon Network Nite),Record of Ragnarok Mini Anime (Cartoon Network Nite),,,
291,50,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!,,President  (総統),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/526287.jpg
292,51,Banjjagbanjjag Catch! Tiniping,Twinkle Catch! Tiniping,Romi  (로미),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/559488.jpg
293,52,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
294,53,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
295,54,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
296,55,Shaman King (2021),,Lyserg Diethel (リゼルグ・ダイゼル),Member Favorites: 103,https://cdn.myanimelist.net/images/characters/7/110874.jpg
297,56,Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,Uncle Magical Girl  (おっさん魔法少女),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/9/476969.jpg
298,57,Shiroi Suna no Aquatope,The Aquatope on White Sand,Marina Yonekura (米倉 マリナ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/6/472789.jpg
299,58,Scarlet Nexus,,Gemma Garrison (ゲンマ・ギャリソン),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/442658.jpg
300,59,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
301,60,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,Vearn  (バーン),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/11/545516.jpg
302,61,Maiko-san Chi no Makanai-san,Kiyo in Kyoto: From the Maiko House,Momoko  (百子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/469962.jpg
303,62,Yu☆Gi☆Oh! Sevens,Yu-Gi-Oh! Sevens,Nanaho Nanahoshi (七星 ナナホ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/495474.jpg
304,63,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,Yuriko Shiratori (白鳥百 合子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/438290.jpg
305,64,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
