,test,Unnamed: 0,jp_title,en_title,char_name,fav,img,colors
4713,4713,242,Golden Kamuy 4th Season,Golden Kamuy Season 4,Yoshitake Shiraishi (白石 由竹),Member Favorites: 371,https://cdn.myanimelist.net/images/characters/5/354185.jpg,"[[254, 254, 254], [34, 27, 33], [118, 70, 118], [171, 167, 194], [180, 214, 243], [2, 1, 2], [90, 51, 92], [53, 46, 51], [142, 139, 154], [223, 246, 249]]"
4714,4714,243,Golden Kamuy 4th Season,Golden Kamuy Season 4,Hyakunosuke Ogata (尾形 百之助),"Member Favorites: 1,598",https://cdn.myanimelist.net/images/characters/5/354187.jpg,"[[253, 254, 254], [40, 48, 47], [99, 131, 145], [33, 20, 17], [168, 196, 222], [81, 95, 92], [79, 52, 42], [64, 40, 31], [3, 3, 4], [139, 159, 153]]"
4715,4715,244,Golden Kamuy 4th Season,Golden Kamuy Season 4,Tokushirou Tsurumi (鶴見 篤四郎),Member Favorites: 864,https://cdn.myanimelist.net/images/characters/12/371339.jpg,"[[121, 140, 178], [37, 27, 28], [237, 242, 243], [181, 207, 239], [64, 67, 78], [175, 180, 186], [100, 113, 163], [252, 252, 252], [77, 86, 118], [57, 43, 45]]"
4716,4716,245,Golden Kamuy 4th Season,Golden Kamuy Season 4,Genjirou Tanigaki (谷垣 源次郎),Member Favorites: 256,https://cdn.myanimelist.net/images/characters/10/523326.jpg,"[[75, 168, 217], [32, 46, 51], [192, 212, 219], [78, 95, 127], [177, 151, 146], [135, 168, 215], [17, 16, 21], [77, 48, 44], [47, 68, 95], [123, 140, 152]]"
4717,4717,246,Golden Kamuy 4th Season,Golden Kamuy Season 4,Otonoshin Koito (鯉登 音之進),Member Favorites: 138,https://cdn.myanimelist.net/images/characters/12/363931.jpg,"[[29, 57, 85], [254, 254, 254], [109, 140, 191], [25, 19, 20], [104, 176, 215], [69, 110, 143], [63, 38, 39], [88, 161, 204], [76, 136, 178], [46, 81, 116]]"
4718,4718,247,Golden Kamuy 4th Season,Golden Kamuy Season 4,Hajime Tsukishima (月島 基),Member Favorites: 105,https://cdn.myanimelist.net/images/characters/3/445706.jpg,"[[122, 145, 127], [64, 52, 47], [215, 204, 166], [50, 73, 92], [138, 177, 212], [80, 132, 159], [228, 216, 187], [29, 34, 54], [87, 104, 95], [47, 29, 25]]"
4719,4719,248,Golden Kamuy 4th Season,Golden Kamuy Season 4,Toshizou Hijikata (土方 歳三),Member Favorites: 105,https://cdn.myanimelist.net/images/characters/15/354189.jpg,"[[68, 71, 58], [211, 212, 214], [39, 38, 32], [254, 254, 254], [137, 142, 148], [4, 4, 2], [158, 183, 213], [101, 106, 113], [181, 180, 179], [22, 21, 17]]"
4720,4720,249,Golden Kamuy 4th Season,Golden Kamuy Season 4,Tatsuma Ushiyama (牛山 辰馬),Member Favorites: 63,https://cdn.myanimelist.net/images/characters/7/354190.jpg,"[[56, 44, 45], [202, 207, 211], [254, 254, 254], [5, 4, 5], [116, 150, 191], [93, 114, 143], [130, 167, 211], [42, 46, 92], [34, 30, 32], [69, 89, 121]]"
4864,4864,393,IDOLiSH7 Third Beat! Part 2,,Riku Nanase (七瀬 陸),Member Favorites: 441,https://cdn.myanimelist.net/images/characters/12/291828.jpg,"[[13, 18, 124], [233, 241, 248], [113, 111, 153], [154, 157, 197], [22, 31, 169], [187, 216, 242], [58, 80, 200], [18, 17, 49], [95, 125, 227], [54, 65, 125]]"
4865,4865,394,IDOLiSH7 Third Beat! Part 2,,Sougo Ousaka (逢坂 壮五),Member Favorites: 284,https://cdn.myanimelist.net/images/characters/16/291824.jpg,"[[195, 194, 204], [105, 111, 181], [161, 149, 154], [58, 40, 52], [245, 239, 242], [243, 171, 104], [247, 217, 167], [140, 148, 217], [113, 104, 117], [218, 237, 253]]"
4866,4866,395,IDOLiSH7 Third Beat! Part 2,,Mitsuki Izumi (和泉 三月),Member Favorites: 207,https://cdn.myanimelist.net/images/characters/6/291827.jpg,"[[60, 59, 124], [173, 199, 242], [58, 112, 213], [41, 55, 159], [85, 93, 152], [207, 236, 252], [117, 119, 190], [182, 113, 122], [138, 155, 223], [19, 27, 79]]"
4867,4867,396,IDOLiSH7 Third Beat! Part 2,,Iori Izumi (和泉 一織),Member Favorites: 206,https://cdn.myanimelist.net/images/characters/10/368870.jpg,"[[254, 253, 253], [99, 84, 75], [158, 174, 221], [47, 31, 28], [150, 151, 160], [203, 199, 201], [233, 245, 252], [77, 58, 52], [162, 76, 21], [122, 111, 111]]"
4868,4868,397,IDOLiSH7 Third Beat! Part 2,,Nagi Rokuya (六弥 ナギ),Member Favorites: 195,https://cdn.myanimelist.net/images/characters/3/291825.jpg,"[[243, 164, 90], [148, 214, 232], [57, 85, 114], [243, 245, 250], [112, 157, 191], [148, 138, 103], [83, 128, 160], [59, 50, 46], [155, 162, 217], [186, 179, 173]]"
4869,4869,398,IDOLiSH7 Third Beat! Part 2,,Tamaki Yotsuba (四葉 環),Member Favorites: 194,https://cdn.myanimelist.net/images/characters/16/291822.jpg,"[[110, 87, 75], [227, 225, 213], [164, 184, 224], [122, 223, 251], [113, 143, 173], [225, 240, 250], [69, 103, 126], [151, 135, 122], [49, 54, 59], [203, 199, 186]]"
4870,4870,399,IDOLiSH7 Third Beat! Part 2,,Yamato Nikaidou (二階堂 大和),Member Favorites: 128,https://cdn.myanimelist.net/images/characters/4/291823.jpg,"[[250, 210, 150], [40, 63, 69], [183, 221, 250], [95, 125, 194], [65, 99, 115], [251, 248, 247], [18, 30, 32], [239, 162, 97], [169, 169, 170], [32, 182, 179]]"
4871,4871,400,IDOLiSH7 Third Beat! Part 2,,Tenn Kujou (九条 天),Member Favorites: 441,https://cdn.myanimelist.net/images/characters/8/291829.jpg,"[[167, 166, 182], [240, 244, 251], [39, 30, 34], [252, 232, 142], [90, 85, 86], [247, 202, 98], [198, 196, 200], [39, 10, 124], [174, 180, 223], [130, 129, 140]]"
4872,4872,401,IDOLiSH7 Third Beat! Part 2,,Gaku Yaotome (八乙女 楽),Member Favorites: 332,https://cdn.myanimelist.net/images/characters/3/291831.jpg,"[[190, 189, 197], [42, 15, 134], [239, 239, 241], [44, 35, 38], [136, 140, 249], [126, 124, 129], [157, 154, 152], [22, 15, 17], [97, 98, 245], [94, 91, 100]]"
4873,4873,402,IDOLiSH7 Third Beat! Part 2,,Momose Sunohara (春原 百瀬),Member Favorites: 323,https://cdn.myanimelist.net/images/characters/8/308350.jpg,"[[112, 102, 102], [200, 228, 244], [48, 41, 42], [4, 94, 221], [157, 168, 177], [94, 136, 197], [92, 77, 71], [251, 251, 252], [12, 54, 169], [149, 196, 231]]"
4945,4945,474,One Piece,,Luffy Monkey D. (モンキー・D・ルフィ),"Member Favorites: 142,846",https://cdn.myanimelist.net/images/characters/9/310307.jpg,"[[7, 13, 27], [119, 130, 220], [181, 212, 245], [33, 53, 198], [90, 162, 225], [247, 249, 248], [25, 48, 110], [58, 73, 232], [116, 207, 244], [68, 111, 166]]"
4946,4946,475,One Piece,,Zoro Roronoa (ロロノア・ゾロ),"Member Favorites: 112,614",https://cdn.myanimelist.net/images/characters/3/100534.jpg,"[[83, 167, 223], [11, 15, 26], [209, 249, 250], [68, 109, 82], [130, 179, 147], [40, 99, 173], [173, 221, 233], [24, 75, 120], [23, 45, 64], [107, 199, 242]]"
4947,4947,476,One Piece,,Sanji  (サンジ),"Member Favorites: 31,952",https://cdn.myanimelist.net/images/characters/5/136769.jpg,"[[251, 253, 254], [9, 66, 121], [57, 224, 225], [73, 4, 33], [120, 203, 238], [77, 149, 233], [186, 179, 195], [7, 14, 33], [27, 122, 160], [12, 192, 235]]"
4948,4948,477,One Piece,,Robin Nico (ニコ・ロビン),"Member Favorites: 22,479",https://cdn.myanimelist.net/images/characters/16/363700.jpg,"[[15, 59, 100], [227, 245, 253], [55, 35, 37], [142, 137, 155], [62, 120, 219], [97, 62, 65], [13, 6, 11], [11, 102, 164], [183, 209, 248], [123, 18, 145]]"
4949,4949,478,One Piece,,Chopper Tony Tony (トニートニー・チョッパー),"Member Favorites: 16,305",https://cdn.myanimelist.net/images/characters/3/100536.jpg,"[[92, 84, 234], [13, 25, 59], [236, 246, 251], [49, 164, 191], [111, 190, 243], [26, 28, 155], [138, 169, 197], [44, 93, 133], [184, 211, 232], [88, 144, 203]]"
4950,4950,479,One Piece,,Nami  (ナミ),"Member Favorites: 15,971",https://cdn.myanimelist.net/images/characters/2/263249.jpg,"[[138, 176, 234], [182, 217, 245], [8, 23, 133], [27, 124, 225], [11, 8, 25], [10, 33, 212], [151, 85, 72], [233, 240, 245], [55, 212, 242], [228, 179, 120]]"
4951,4951,480,One Piece,,Usopp  (ウソップ),"Member Favorites: 14,478",https://cdn.myanimelist.net/images/characters/16/188076.jpg,"[[223, 246, 247], [12, 31, 77], [71, 147, 229], [2, 4, 13], [134, 182, 190], [24, 84, 217], [59, 115, 125], [9, 33, 173], [117, 193, 243], [174, 224, 228]]"
4952,4952,481,One Piece,,Brook  (ブルック),"Member Favorites: 10,837",https://cdn.myanimelist.net/images/characters/10/161005.jpg,"[[7, 9, 12], [71, 144, 144], [10, 26, 195], [237, 246, 250], [38, 74, 89], [184, 224, 225], [160, 163, 164], [96, 40, 61], [81, 180, 198], [148, 94, 105]]"
4953,4953,482,One Piece,,Franky  (フランキー),"Member Favorites: 6,557",https://cdn.myanimelist.net/images/characters/13/210053.jpg,"[[135, 203, 241], [8, 20, 122], [245, 250, 252], [13, 46, 190], [157, 145, 74], [11, 12, 31], [182, 178, 209], [126, 114, 224], [88, 157, 232], [50, 88, 212]]"
4954,4954,483,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,177",https://cdn.myanimelist.net/images/characters/15/307148.jpg,"[[217, 172, 152], [22, 20, 31], [252, 253, 253], [13, 33, 162], [202, 138, 128], [230, 230, 205], [50, 52, 72], [236, 205, 173], [121, 116, 118], [41, 70, 212]]"
4975,4975,504,Meitantei Conan,Case Closed,Conan Edogawa (江戸川 コナン),"Member Favorites: 7,468",https://cdn.myanimelist.net/images/characters/11/308347.jpg,"[[97, 131, 180], [58, 32, 12], [164, 156, 140], [125, 87, 60], [11, 12, 16], [217, 222, 219], [17, 29, 88], [18, 82, 181], [41, 47, 61], [67, 86, 113]]"
4976,4976,505,Meitantei Conan,Case Closed,Ai Haibara (灰原 哀),"Member Favorites: 2,544",https://cdn.myanimelist.net/images/characters/14/146141.jpg,"[[183, 209, 250], [65, 111, 153], [37, 53, 58], [16, 8, 204], [233, 239, 238], [98, 110, 88], [128, 169, 209], [15, 6, 128], [5, 5, 7], [44, 76, 108]]"
4977,4977,506,Meitantei Conan,Case Closed,Ran Mouri (毛利 蘭),Member Favorites: 946,https://cdn.myanimelist.net/images/characters/4/308335.jpg,"[[33, 42, 52], [136, 167, 208], [162, 200, 251], [113, 118, 131], [84, 92, 103], [233, 230, 231], [57, 66, 78], [137, 129, 212], [137, 141, 152], [182, 208, 243]]"
4978,4978,507,Meitantei Conan,Case Closed,Kogorou Mouri (毛利 小五郎),Member Favorites: 568,https://cdn.myanimelist.net/images/characters/3/146129.jpg,"[[197, 182, 99], [163, 201, 249], [39, 40, 47], [249, 251, 250], [79, 79, 100], [154, 116, 123], [124, 161, 203], [216, 208, 201], [191, 160, 84], [6, 9, 15]]"
4979,4979,508,Meitantei Conan,Case Closed,Hiroshi Agasa (阿笠 博士),Member Favorites: 78,https://cdn.myanimelist.net/images/characters/6/146131.jpg,"[[238, 236, 236], [80, 105, 145], [185, 109, 61], [24, 34, 46], [159, 218, 250], [147, 150, 156], [96, 125, 168], [64, 75, 90], [9, 5, 14], [108, 46, 19]]"
4980,4980,509,Meitantei Conan,Case Closed,Ayumi Yoshida (吉田 歩美),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/5/146209.jpg,"[[5, 16, 39], [169, 213, 252], [39, 95, 147], [88, 161, 253], [6, 60, 110], [241, 252, 253], [205, 210, 213], [96, 122, 155], [52, 71, 93], [142, 173, 220]]"
4981,4981,510,Meitantei Conan,Case Closed,Mitsuhiko Tsuburaya (円谷 光彦),Member Favorites: 41,https://cdn.myanimelist.net/images/characters/15/146211.jpg,"[[39, 47, 59], [157, 200, 246], [113, 128, 140], [194, 212, 232], [145, 160, 195], [149, 123, 85], [239, 241, 238], [5, 7, 16], [71, 84, 106], [72, 160, 180]]"
4982,4982,511,Meitantei Conan,Case Closed,Genta Kojima (小嶋 元太),Member Favorites: 34,https://cdn.myanimelist.net/images/characters/12/238943.jpg,"[[135, 149, 52], [117, 108, 211], [32, 34, 41], [92, 204, 238], [244, 248, 246], [62, 169, 97], [82, 98, 130], [84, 49, 40], [89, 216, 142], [130, 160, 210]]"
4983,4983,512,Meitantei Conan,Case Closed,Kaito Kuroba (黒羽 快斗),"Member Favorites: 4,189",https://cdn.myanimelist.net/images/characters/6/279396.jpg,"[[150, 135, 125], [225, 232, 227], [14, 12, 18], [102, 73, 55], [153, 192, 232], [101, 129, 164], [60, 42, 34], [190, 187, 177], [139, 96, 76], [46, 125, 207]]"
4984,4984,513,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,874",https://cdn.myanimelist.net/images/characters/3/208069.jpg,"[[85, 71, 44], [127, 186, 206], [16, 10, 1], [244, 245, 238], [63, 46, 23], [188, 228, 239], [22, 61, 69], [92, 126, 131], [194, 207, 200], [149, 164, 158]]"
5115,5115,0,Vinland Saga Season 2,,Thorfinn  (トルフィン),"Member Favorites: 30,974",https://cdn.myanimelist.net/images/characters/9/309871.jpg,"[[115, 132, 157], [148, 186, 235], [112, 87, 58], [45, 47, 52], [129, 161, 200], [75, 116, 155], [128, 152, 241], [186, 204, 246], [91, 100, 116], [65, 72, 84]]"
5116,5116,1,Vinland Saga Season 2,,Einar  (エイナル),Member Favorites: 281,https://cdn.myanimelist.net/images/characters/16/501347.jpg,"[[138, 174, 211], [83, 94, 132], [211, 171, 105], [45, 55, 74], [184, 137, 81], [82, 113, 158], [23, 31, 53], [67, 75, 109], [155, 196, 234], [122, 154, 188]]"
5117,5117,2,Vinland Saga Season 2,,Askeladd  (アシェラッド),"Member Favorites: 28,184",https://cdn.myanimelist.net/images/characters/14/401940.jpg,"[[48, 53, 50], [119, 143, 155], [12, 13, 12], [93, 106, 105], [180, 212, 221], [25, 42, 37], [62, 78, 79], [96, 143, 145], [142, 156, 161], [27, 23, 22]]"
5118,5118,3,Vinland Saga Season 2,,Thorkell  (トルケル),"Member Favorites: 2,675",https://cdn.myanimelist.net/images/characters/10/437129.jpg,"[[169, 167, 169], [92, 93, 92], [20, 32, 46], [68, 121, 165], [150, 208, 240], [209, 207, 206], [59, 91, 120], [47, 64, 79], [107, 187, 217], [122, 125, 125]]"
5119,5119,4,Vinland Saga Season 2,,Canute  (クヌート),"Member Favorites: 1,489",https://cdn.myanimelist.net/images/characters/2/395761.jpg,"[[183, 226, 247], [92, 104, 121], [176, 177, 181], [234, 246, 248], [114, 140, 165], [204, 231, 248], [48, 51, 82], [77, 79, 151], [164, 199, 222], [137, 161, 187]]"
5120,5120,5,Vinland Saga Season 2,,Thors  (トールズ),"Member Favorites: 1,327",https://cdn.myanimelist.net/images/characters/7/437128.jpg,"[[190, 186, 186], [53, 59, 71], [122, 106, 99], [215, 212, 210], [17, 20, 24], [101, 130, 162], [147, 185, 221], [165, 162, 164], [63, 86, 120], [39, 43, 48]]"
5121,5121,6,Vinland Saga Season 2,,Snake  (蛇),Member Favorites: 309,https://cdn.myanimelist.net/images/characters/5/501348.jpg,"[[88, 115, 150], [32, 31, 44], [233, 159, 64], [114, 150, 190], [52, 75, 114], [136, 174, 210], [15, 12, 20], [73, 62, 86], [226, 127, 28], [130, 76, 31]]"
5122,5122,7,Vinland Saga Season 2,,Ylva  (ユルヴァ),Member Favorites: 112,https://cdn.myanimelist.net/images/characters/13/384574.jpg,"[[197, 160, 128], [92, 97, 99], [147, 176, 194], [25, 36, 45], [95, 139, 165], [213, 202, 184], [47, 66, 80], [158, 188, 204], [206, 127, 82], [72, 103, 124]]"
5123,5123,8,Vinland Saga Season 2,,Leif Erikson (レイフ・エリクソン),Member Favorites: 100,https://cdn.myanimelist.net/images/characters/3/384570.jpg,"[[186, 179, 179], [98, 141, 137], [175, 209, 233], [79, 91, 105], [129, 157, 173], [226, 230, 230], [60, 64, 71], [128, 121, 115], [155, 150, 151], [112, 134, 164]]"
5124,5124,9,Vinland Saga Season 2,,Arnheid  (アルネイズ),Member Favorites: 66,https://cdn.myanimelist.net/images/characters/13/490092.jpg,"[[99, 108, 96], [91, 188, 234], [34, 52, 85], [116, 159, 191], [167, 218, 242], [52, 72, 121], [82, 73, 43], [21, 33, 64], [124, 141, 138], [72, 107, 154]]"
5163,5163,48,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Osamu Dazai (太宰 治),"Member Favorites: 35,854",https://cdn.myanimelist.net/images/characters/5/307236.jpg,"[[252, 252, 253], [45, 52, 62], [126, 156, 175], [206, 202, 195], [204, 222, 238], [9, 13, 19], [119, 122, 123], [171, 172, 172], [33, 38, 44], [75, 90, 101]]"
5164,5164,49,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Atsushi Nakajima (中島 敦),"Member Favorites: 2,826",https://cdn.myanimelist.net/images/characters/12/307235.jpg,"[[204, 226, 235], [42, 43, 44], [141, 155, 164], [254, 254, 254], [78, 87, 93], [9, 10, 12], [233, 235, 235], [193, 205, 212], [112, 123, 131], [170, 179, 185]]"
5165,5165,50,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Chuuya Nakahara (中原 中也),"Member Favorites: 9,923",https://cdn.myanimelist.net/images/characters/16/305870.jpg,"[[252, 252, 252], [33, 37, 43], [30, 47, 88], [65, 70, 83], [168, 182, 192], [57, 83, 144], [120, 136, 150], [16, 18, 20], [78, 115, 192], [195, 227, 244]]"
5166,5166,51,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Ranpo Edogawa (江戸川 乱歩),"Member Favorites: 7,985",https://cdn.myanimelist.net/images/characters/5/303819.jpg,"[[254, 254, 254], [67, 74, 113], [176, 170, 174], [15, 14, 18], [194, 218, 236], [127, 134, 147], [77, 88, 138], [53, 50, 57], [238, 240, 241], [35, 35, 44]]"
5167,5167,52,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Sakunosuke Oda (織田 作之助),"Member Favorites: 2,184",https://cdn.myanimelist.net/images/characters/16/313386.jpg,"[[253, 254, 254], [59, 56, 104], [167, 206, 234], [4, 6, 16], [131, 163, 181], [77, 71, 84], [23, 23, 45], [192, 234, 240], [43, 41, 72], [97, 121, 143]]"
5168,5168,53,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Fyodor Dostoyevsky (フョードル・ドストエフスキー),"Member Favorites: 2,088",https://cdn.myanimelist.net/images/characters/9/380465.jpg,"[[254, 254, 254], [42, 40, 44], [139, 147, 153], [201, 214, 223], [17, 15, 18], [238, 230, 230], [70, 62, 67], [190, 169, 171], [248, 240, 240], [116, 111, 117]]"
5169,5169,54,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Akiko Yosano (与謝野 晶子),"Member Favorites: 1,420",https://cdn.myanimelist.net/images/characters/8/303821.jpg,"[[18, 16, 23], [241, 241, 241], [62, 54, 72], [178, 184, 192], [78, 145, 159], [85, 84, 102], [43, 38, 50], [254, 254, 254], [214, 225, 238], [138, 139, 155]]"
5170,5170,55,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Kyouka Izumi (泉 鏡花),"Member Favorites: 1,196",https://cdn.myanimelist.net/images/characters/10/306939.jpg,"[[100, 73, 80], [215, 221, 234], [27, 18, 21], [39, 53, 156], [62, 43, 47], [176, 174, 181], [252, 252, 252], [24, 35, 97], [139, 120, 127], [63, 160, 210]]"
5171,5171,56,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Doppo Kunikida (国木田 独歩),"Member Favorites: 1,174",https://cdn.myanimelist.net/images/characters/3/307237.jpg,"[[254, 254, 254], [53, 54, 53], [112, 181, 192], [178, 205, 210], [77, 113, 128], [104, 154, 166], [200, 216, 233], [15, 18, 21], [31, 38, 48], [56, 82, 92]]"
5172,5172,57,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Nikolai Gogol (ニコライ・ゴーゴリ),Member Favorites: 694,https://cdn.myanimelist.net/images/characters/15/565652.jpg,"[[234, 236, 235], [65, 69, 71], [146, 153, 158], [87, 213, 240], [24, 28, 30], [205, 213, 220], [101, 105, 112], [246, 248, 246], [137, 231, 249], [176, 179, 177]]"
5183,5183,68,Buddy Daddies,,Rei Suwa (諏訪 零),Member Favorites: 659,https://cdn.myanimelist.net/images/characters/8/494216.jpg,"[[212, 223, 243], [55, 55, 57], [73, 139, 129], [232, 206, 132], [39, 40, 41], [215, 162, 49], [164, 159, 185], [54, 70, 80], [112, 112, 140], [20, 20, 23]]"
5184,5184,69,Buddy Daddies,,Kazuki Kurusu (来栖 一騎),Member Favorites: 216,https://cdn.myanimelist.net/images/characters/13/491483.jpg,"[[22, 33, 46], [197, 236, 239], [76, 129, 141], [254, 254, 254], [52, 82, 97], [163, 200, 239], [66, 71, 198], [84, 168, 201], [104, 212, 242], [130, 153, 167]]"
5185,5185,70,Buddy Daddies,,Miri Unasaka (海坂 ミリ),Member Favorites: 144,https://cdn.myanimelist.net/images/characters/13/533823.jpg,"[[205, 226, 253], [49, 87, 138], [118, 137, 188], [163, 170, 217], [31, 44, 76], [69, 158, 246], [169, 197, 249], [56, 93, 189], [138, 190, 202], [203, 152, 246]]"
5186,5186,71,Buddy Daddies,,Kyuutarou Kugi (九棋 久太郎),Member Favorites: 25,https://cdn.myanimelist.net/images/characters/15/497907.jpg,"[[254, 254, 254], [61, 54, 52], [88, 111, 133], [155, 205, 245], [18, 18, 24], [166, 166, 168], [132, 169, 203], [62, 74, 90], [215, 216, 218], [108, 128, 170]]"
5187,5187,72,Buddy Daddies,,Anna Hanyuu (羽生 杏奈),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/12/502944.jpg,"[[253, 253, 254], [73, 73, 115], [166, 144, 238], [28, 29, 43], [174, 212, 253], [129, 136, 180], [6, 7, 12], [245, 229, 251], [50, 50, 75], [191, 188, 198]]"
5188,5188,73,Buddy Daddies,,Dorothy  (ドロシー),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/15/503894.jpg,"[[161, 184, 166], [80, 72, 86], [145, 108, 100], [178, 185, 195], [95, 61, 55], [121, 108, 168], [118, 117, 128], [53, 36, 31], [136, 162, 152], [28, 19, 14]]"
