,test,Unnamed: 0,jp_title,en_title,char_name,fav,img,colors
7288,7288,76,Dr. Stone: New World Part 2,,Yuzuriha Ogawa (小川 杠),Member Favorites: 141,https://cdn.myanimelist.net/images/characters/9/389706.jpg,"[[186, 197, 190], [22, 32, 62], [79, 101, 137], [241, 244, 241], [59, 70, 92], [152, 215, 236], [145, 170, 176], [98, 143, 177], [200, 222, 241], [130, 232, 182]]"
7289,7289,77,Dr. Stone: New World Part 2,,Suika  (スイカ),Member Favorites: 808,https://cdn.myanimelist.net/images/characters/14/413992.jpg,"[[85, 200, 180], [254, 254, 254], [66, 51, 37], [50, 147, 124], [218, 228, 231], [147, 164, 172], [38, 101, 85], [105, 83, 60], [102, 120, 128], [30, 61, 62]]"
7290,7290,78,Dr. Stone: New World Part 2,,Kaseki  (カセキ),Member Favorites: 585,https://cdn.myanimelist.net/images/characters/2/390547.jpg,"[[75, 92, 115], [226, 233, 237], [160, 170, 180], [169, 194, 222], [86, 176, 150], [48, 56, 69], [14, 23, 41], [116, 130, 152], [119, 196, 183], [193, 208, 218]]"
7291,7291,79,Dr. Stone: New World Part 2,,Tsukasa Shishiou (獅子王 司),Member Favorites: 585,https://cdn.myanimelist.net/images/characters/6/385096.jpg,"[[17, 18, 47], [167, 197, 234], [96, 110, 149], [49, 59, 79], [35, 34, 56], [106, 135, 177], [68, 79, 97], [37, 49, 104], [233, 227, 239], [70, 84, 130]]"
7835,7835,623,One Piece,,Luffy Monkey D. (モンキー・D・ルフィ),"Member Favorites: 142,847",https://cdn.myanimelist.net/images/characters/9/310307.jpg,"[[7, 13, 27], [119, 130, 220], [181, 212, 245], [33, 53, 198], [90, 162, 225], [247, 249, 248], [25, 48, 110], [58, 73, 232], [116, 207, 244], [68, 111, 166]]"
7836,7836,624,One Piece,,Zoro Roronoa (ロロノア・ゾロ),"Member Favorites: 112,619",https://cdn.myanimelist.net/images/characters/3/100534.jpg,"[[83, 167, 223], [11, 15, 26], [209, 249, 250], [68, 109, 82], [130, 179, 147], [40, 99, 173], [173, 221, 233], [24, 75, 120], [23, 45, 64], [107, 199, 242]]"
7837,7837,625,One Piece,,Sanji  (サンジ),"Member Favorites: 31,952",https://cdn.myanimelist.net/images/characters/5/136769.jpg,"[[251, 253, 254], [9, 66, 121], [57, 224, 225], [73, 4, 33], [120, 203, 238], [77, 149, 233], [186, 179, 195], [7, 14, 33], [27, 122, 160], [12, 192, 235]]"
7838,7838,626,One Piece,,Robin Nico (ニコ・ロビン),"Member Favorites: 22,481",https://cdn.myanimelist.net/images/characters/16/363700.jpg,"[[15, 59, 100], [227, 245, 253], [55, 35, 37], [142, 137, 155], [62, 120, 219], [97, 62, 65], [13, 6, 11], [11, 102, 164], [183, 209, 248], [123, 18, 145]]"
7839,7839,627,One Piece,,Chopper Tony Tony (トニートニー・チョッパー),"Member Favorites: 16,304",https://cdn.myanimelist.net/images/characters/3/100536.jpg,"[[92, 84, 234], [13, 25, 59], [236, 246, 251], [49, 164, 191], [111, 190, 243], [26, 28, 155], [138, 169, 197], [44, 93, 133], [184, 211, 232], [88, 144, 203]]"
7840,7840,628,One Piece,,Nami  (ナミ),"Member Favorites: 15,971",https://cdn.myanimelist.net/images/characters/2/263249.jpg,"[[138, 176, 234], [182, 217, 245], [8, 23, 133], [27, 124, 225], [11, 8, 25], [10, 33, 212], [151, 85, 72], [233, 240, 245], [55, 212, 242], [228, 179, 120]]"
7841,7841,629,One Piece,,Usopp  (ウソップ),"Member Favorites: 14,478",https://cdn.myanimelist.net/images/characters/16/188076.jpg,"[[223, 246, 247], [12, 31, 77], [71, 147, 229], [2, 4, 13], [134, 182, 190], [24, 84, 217], [59, 115, 125], [9, 33, 173], [117, 193, 243], [174, 224, 228]]"
7842,7842,630,One Piece,,Brook  (ブルック),"Member Favorites: 10,837",https://cdn.myanimelist.net/images/characters/10/161005.jpg,"[[7, 9, 12], [71, 144, 144], [10, 26, 195], [237, 246, 250], [38, 74, 89], [184, 224, 225], [160, 163, 164], [96, 40, 61], [81, 180, 198], [148, 94, 105]]"
7843,7843,631,One Piece,,Franky  (フランキー),"Member Favorites: 6,558",https://cdn.myanimelist.net/images/characters/13/210053.jpg,"[[135, 203, 241], [8, 20, 122], [245, 250, 252], [13, 46, 190], [157, 145, 74], [11, 12, 31], [182, 178, 209], [126, 114, 224], [88, 157, 232], [50, 88, 212]]"
7844,7844,632,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,177",https://cdn.myanimelist.net/images/characters/15/307148.jpg,"[[217, 172, 152], [22, 20, 31], [252, 253, 253], [13, 33, 162], [202, 138, 128], [230, 230, 205], [50, 52, 72], [236, 205, 173], [121, 116, 118], [41, 70, 212]]"
7845,7845,633,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Satoru Gojou (五条 悟),"Member Favorites: 61,961",https://cdn.myanimelist.net/images/characters/15/422168.jpg,"[[211, 192, 199], [37, 26, 30], [127, 94, 107], [62, 47, 5], [243, 236, 241], [180, 198, 234], [131, 109, 10], [156, 151, 165], [24, 13, 8], [79, 63, 69]]"
7846,7846,634,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Yuuji Itadori (虎杖 悠仁),"Member Favorites: 16,760",https://cdn.myanimelist.net/images/characters/6/467646.jpg,"[[48, 49, 126], [202, 228, 251], [19, 13, 42], [99, 70, 63], [158, 182, 228], [50, 49, 185], [96, 106, 171], [28, 23, 85], [50, 34, 38], [146, 113, 106]]"
7847,7847,635,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Megumi Fushiguro (伏黒 恵),"Member Favorites: 12,728",https://cdn.myanimelist.net/images/characters/2/392689.jpg,"[[7, 1, 6], [160, 190, 219], [18, 11, 92], [82, 113, 150], [87, 49, 19], [201, 230, 248], [52, 71, 112], [34, 19, 18], [78, 162, 203], [135, 154, 182]]"
7848,7848,636,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Nobara Kugisaki (釘崎 野薔薇),"Member Favorites: 10,618",https://cdn.myanimelist.net/images/characters/12/422313.jpg,"[[71, 115, 168], [52, 36, 38], [201, 214, 242], [128, 79, 69], [43, 43, 132], [6, 5, 15], [145, 157, 187], [30, 41, 90], [14, 14, 56], [37, 25, 25]]"
7849,7849,637,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Suguru Getou (夏油 傑),"Member Favorites: 5,594",https://cdn.myanimelist.net/images/characters/4/524519.jpg,"[[89, 102, 132], [25, 46, 69], [176, 190, 215], [11, 9, 10], [60, 56, 48], [148, 163, 191], [36, 30, 29], [60, 67, 86], [123, 116, 99], [89, 81, 79]]"
7850,7850,638,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Kento Nanami (七海 建人),"Member Favorites: 12,628",https://cdn.myanimelist.net/images/characters/16/581424.jpg,"[[168, 211, 220], [128, 108, 72], [224, 244, 251], [46, 62, 60], [86, 112, 125], [135, 164, 174], [203, 232, 247], [27, 32, 27], [188, 226, 236], [64, 87, 98]]"
7851,7851,639,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Sukuna Ryoumen (両面 宿儺),"Member Favorites: 12,576",https://cdn.myanimelist.net/images/characters/6/431152.jpg,"[[82, 63, 151], [242, 203, 250], [29, 18, 71], [220, 175, 244], [46, 37, 116], [20, 13, 22], [167, 153, 240], [194, 188, 247], [125, 102, 208], [62, 43, 94]]"
7852,7852,640,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Maki Zenin (禪院 真希),"Member Favorites: 8,828",https://cdn.myanimelist.net/images/characters/3/440469.jpg,"[[20, 18, 10], [207, 229, 251], [95, 95, 69], [156, 171, 185], [120, 129, 138], [56, 140, 74], [72, 75, 57], [28, 86, 36], [51, 38, 31], [113, 61, 54]]"
7853,7853,641,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Toge Inumaki (狗巻 棘),"Member Favorites: 7,921",https://cdn.myanimelist.net/images/characters/4/521636.jpg,"[[180, 192, 190], [55, 50, 42], [221, 218, 211], [142, 149, 140], [80, 88, 84], [112, 66, 50], [198, 205, 210], [41, 37, 32], [26, 28, 24], [104, 119, 117]]"
7854,7854,642,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,Touji Fushiguro (伏黒 甚爾),"Member Favorites: 7,118",https://cdn.myanimelist.net/images/characters/2/517123.jpg,"[[30, 24, 24], [143, 165, 188], [95, 115, 141], [50, 52, 55], [70, 85, 107], [152, 175, 197], [122, 144, 168], [34, 39, 43], [71, 64, 50], [23, 20, 19]]"
7865,7865,653,Meitantei Conan,Case Closed,Conan Edogawa (江戸川 コナン),"Member Favorites: 7,468",https://cdn.myanimelist.net/images/characters/11/308347.jpg,"[[97, 131, 180], [58, 32, 12], [164, 156, 140], [125, 87, 60], [11, 12, 16], [217, 222, 219], [17, 29, 88], [18, 82, 181], [41, 47, 61], [67, 86, 113]]"
7866,7866,654,Meitantei Conan,Case Closed,Ai Haibara (灰原 哀),"Member Favorites: 2,544",https://cdn.myanimelist.net/images/characters/14/146141.jpg,"[[183, 209, 250], [65, 111, 153], [37, 53, 58], [16, 8, 204], [233, 239, 238], [98, 110, 88], [128, 169, 209], [15, 6, 128], [5, 5, 7], [44, 76, 108]]"
7867,7867,655,Meitantei Conan,Case Closed,Ran Mouri (毛利 蘭),Member Favorites: 946,https://cdn.myanimelist.net/images/characters/4/308335.jpg,"[[33, 42, 52], [136, 167, 208], [162, 200, 251], [113, 118, 131], [84, 92, 103], [233, 230, 231], [57, 66, 78], [137, 129, 212], [137, 141, 152], [182, 208, 243]]"
7868,7868,656,Meitantei Conan,Case Closed,Kogorou Mouri (毛利 小五郎),Member Favorites: 568,https://cdn.myanimelist.net/images/characters/3/146129.jpg,"[[197, 182, 99], [163, 201, 249], [39, 40, 47], [249, 251, 250], [79, 79, 100], [154, 116, 123], [124, 161, 203], [216, 208, 201], [191, 160, 84], [6, 9, 15]]"
7869,7869,657,Meitantei Conan,Case Closed,Hiroshi Agasa (阿笠 博士),Member Favorites: 78,https://cdn.myanimelist.net/images/characters/6/146131.jpg,"[[238, 236, 236], [80, 105, 145], [185, 109, 61], [24, 34, 46], [159, 218, 250], [147, 150, 156], [96, 125, 168], [64, 75, 90], [9, 5, 14], [108, 46, 19]]"
7870,7870,658,Meitantei Conan,Case Closed,Ayumi Yoshida (吉田 歩美),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/5/146209.jpg,"[[5, 16, 39], [169, 213, 252], [39, 95, 147], [88, 161, 253], [6, 60, 110], [241, 252, 253], [205, 210, 213], [96, 122, 155], [52, 71, 93], [142, 173, 220]]"
7871,7871,659,Meitantei Conan,Case Closed,Mitsuhiko Tsuburaya (円谷 光彦),Member Favorites: 41,https://cdn.myanimelist.net/images/characters/15/146211.jpg,"[[39, 47, 59], [157, 200, 246], [113, 128, 140], [194, 212, 232], [145, 160, 195], [149, 123, 85], [239, 241, 238], [5, 7, 16], [71, 84, 106], [72, 160, 180]]"
7872,7872,660,Meitantei Conan,Case Closed,Genta Kojima (小嶋 元太),Member Favorites: 34,https://cdn.myanimelist.net/images/characters/12/238943.jpg,"[[135, 149, 52], [117, 108, 211], [32, 34, 41], [92, 204, 238], [244, 248, 246], [62, 169, 97], [82, 98, 130], [84, 49, 40], [89, 216, 142], [130, 160, 210]]"
7873,7873,661,Meitantei Conan,Case Closed,Kaito Kuroba (黒羽 快斗),"Member Favorites: 4,189",https://cdn.myanimelist.net/images/characters/6/279396.jpg,"[[150, 135, 125], [225, 232, 227], [14, 12, 18], [102, 73, 55], [153, 192, 232], [101, 129, 164], [60, 42, 34], [190, 187, 177], [139, 96, 76], [46, 125, 207]]"
7874,7874,662,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,874",https://cdn.myanimelist.net/images/characters/3/208069.jpg,"[[85, 71, 44], [127, 186, 206], [16, 10, 1], [244, 245, 238], [63, 46, 23], [188, 228, 239], [22, 61, 69], [92, 126, 131], [194, 207, 200], [149, 164, 158]]"
8004,8004,0,Ore dake Level Up na Ken,Solo Leveling,Jin-Woo Sung (성 진우),"Member Favorites: 17,628",https://cdn.myanimelist.net/images/characters/2/540692.jpg,"[[254, 254, 254], [76, 67, 67], [193, 159, 129], [172, 210, 243], [106, 115, 126], [142, 106, 89], [25, 20, 20], [128, 156, 199], [231, 226, 219], [61, 46, 49]]"
8005,8005,1,Ore dake Level Up na Ken,Solo Leveling,Hae-In Cha (차해인),"Member Favorites: 3,235",https://cdn.myanimelist.net/images/characters/15/531268.jpg,"[[253, 253, 254], [76, 50, 194], [171, 211, 234], [75, 61, 76], [148, 155, 178], [90, 137, 182], [92, 106, 126], [202, 222, 246], [143, 196, 224], [34, 27, 38]]"
8006,8006,2,Ore dake Level Up na Ken,Solo Leveling,Igris  (이그리트),Member Favorites: 520,https://cdn.myanimelist.net/images/characters/5/390162.jpg,"[[144, 102, 66], [16, 8, 4], [83, 56, 35], [181, 131, 79], [122, 86, 54], [31, 18, 9], [101, 70, 44], [49, 32, 20], [7, 4, 2], [67, 45, 28]]"
8007,8007,3,Ore dake Level Up na Ken,Solo Leveling,Jin-Ah Sung (성진아),Member Favorites: 318,https://cdn.myanimelist.net/images/characters/11/531269.jpg,"[[253, 253, 252], [106, 83, 100], [193, 152, 97], [27, 24, 27], [190, 219, 250], [152, 162, 188], [134, 122, 137], [68, 76, 169], [203, 188, 187], [69, 56, 63]]"
8008,8008,4,Ore dake Level Up na Ken,Solo Leveling,Gun-Hee Go (고건희),Member Favorites: 276,https://cdn.myanimelist.net/images/characters/3/531270.jpg,"[[254, 254, 254], [82, 91, 105], [140, 182, 227], [58, 54, 49], [174, 172, 168], [99, 122, 167], [128, 169, 215], [241, 239, 234], [34, 26, 27], [132, 130, 126]]"
8009,8009,5,Ore dake Level Up na Ken,Solo Leveling,Joo-Hee Lee (이 주희),Member Favorites: 174,https://cdn.myanimelist.net/images/characters/4/540694.jpg,"[[20, 24, 38], [194, 218, 252], [62, 81, 150], [254, 254, 254], [36, 48, 89], [143, 203, 232], [66, 101, 174], [169, 176, 200], [115, 139, 172], [231, 230, 241]]"
8010,8010,6,Ore dake Level Up na Ken,Solo Leveling,Jin-Ho Yoo (유 진호),Member Favorites: 173,https://cdn.myanimelist.net/images/characters/16/531271.jpg,"[[254, 254, 254], [116, 197, 231], [77, 113, 156], [71, 93, 118], [162, 201, 238], [14, 18, 22], [45, 57, 81], [116, 143, 189], [90, 127, 170], [125, 202, 235]]"
8011,8011,7,Ore dake Level Up na Ken,Solo Leveling,Jong-In Choi (최종인),Member Favorites: 113,https://cdn.myanimelist.net/images/characters/7/531272.jpg,"[[254, 254, 254], [73, 52, 169], [44, 32, 98], [138, 144, 208], [19, 18, 26], [175, 201, 246], [79, 81, 93], [47, 43, 48], [111, 122, 160], [93, 68, 190]]"
8012,8012,8,Ore dake Level Up na Ken,Solo Leveling,Yoon-Ho Baek (백윤호),Member Favorites: 90,https://cdn.myanimelist.net/images/characters/4/531273.jpg,"[[254, 254, 254], [58, 54, 51], [106, 133, 192], [56, 94, 197], [149, 190, 236], [30, 24, 40], [37, 64, 160], [181, 178, 175], [240, 240, 235], [99, 106, 117]]"
8013,8013,9,Ore dake Level Up na Ken,Solo Leveling,Jin-Chul Woo (우 진철),Member Favorites: 71,https://cdn.myanimelist.net/images/characters/16/531274.jpg,"[[254, 254, 254], [57, 53, 49], [176, 175, 175], [111, 153, 180], [176, 202, 239], [96, 111, 124], [60, 78, 93], [240, 238, 234], [88, 135, 160], [35, 28, 29]]"
8014,8014,10,Dungeon Meshi,Delicious in Dungeon,Marcille Donato (マルシル・ドナトー),"Member Favorites: 2,130",https://cdn.myanimelist.net/images/characters/12/512503.jpg,"[[253, 254, 254], [114, 92, 58], [151, 213, 240], [43, 62, 128], [23, 23, 26], [153, 132, 81], [134, 173, 210], [194, 216, 243], [63, 58, 47], [97, 126, 144]]"
8015,8015,11,Dungeon Meshi,Delicious in Dungeon,Laios Touden (ライオス・トーデン),"Member Favorites: 1,893",https://cdn.myanimelist.net/images/characters/15/512504.jpg,"[[254, 254, 254], [115, 128, 138], [23, 23, 23], [160, 192, 213], [59, 62, 65], [185, 210, 235], [43, 71, 125], [106, 99, 95], [128, 158, 191], [161, 162, 158]]"
8016,8016,12,Dungeon Meshi,Delicious in Dungeon,Senshi  (センシ),"Member Favorites: 1,251",https://cdn.myanimelist.net/images/characters/10/512505.jpg,"[[253, 254, 254], [88, 85, 79], [96, 144, 178], [33, 34, 44], [87, 112, 149], [137, 138, 136], [128, 162, 204], [204, 210, 207], [55, 82, 107], [23, 24, 32]]"
8017,8017,13,Dungeon Meshi,Delicious in Dungeon,Chilchuck Tims (チルチャック・ティムズ),Member Favorites: 364,https://cdn.myanimelist.net/images/characters/13/512506.jpg,"[[36, 53, 102], [153, 181, 218], [253, 254, 254], [50, 80, 134], [57, 81, 75], [189, 217, 223], [21, 22, 23], [112, 133, 179], [72, 122, 100], [36, 44, 61]]"
8018,8018,14,Dungeon Meshi,Delicious in Dungeon,Izutsumi  (イヅツミ),Member Favorites: 692,https://cdn.myanimelist.net/images/characters/7/543860.jpg,"[[202, 219, 234], [65, 62, 47], [254, 254, 254], [70, 85, 111], [21, 20, 18], [51, 58, 163], [157, 172, 185], [44, 39, 115], [113, 114, 107], [42, 40, 36]]"
8019,8019,15,Dungeon Meshi,Delicious in Dungeon,Falin Touden (ファリン・トーデン),Member Favorites: 564,https://cdn.myanimelist.net/images/characters/11/543864.jpg,"[[199, 221, 245], [107, 64, 63], [156, 169, 171], [254, 254, 254], [177, 206, 224], [117, 128, 127], [28, 28, 28], [210, 219, 223], [68, 60, 63], [215, 228, 234]]"
8020,8020,16,Dungeon Meshi,Delicious in Dungeon,Mithrun  (ミスルン),Member Favorites: 266,https://cdn.myanimelist.net/images/characters/15/550059.jpg,"[[15, 13, 14], [190, 200, 202], [51, 78, 50], [254, 254, 254], [130, 141, 143], [196, 219, 236], [170, 179, 180], [33, 46, 33], [67, 91, 91], [88, 123, 125]]"
8021,8021,17,Dungeon Meshi,Delicious in Dungeon,Kabru  (カブルー),Member Favorites: 236,https://cdn.myanimelist.net/images/characters/7/531004.jpg,"[[43, 46, 52], [164, 166, 167], [252, 252, 252], [78, 97, 139], [102, 123, 170], [111, 107, 104], [58, 70, 105], [23, 23, 24], [77, 69, 66], [160, 140, 36]]"
8022,8022,18,Dungeon Meshi,Delicious in Dungeon,Thistle  (シスル),Member Favorites: 106,https://cdn.myanimelist.net/images/characters/7/552500.jpg,"[[254, 254, 254], [63, 48, 58], [133, 163, 172], [197, 225, 229], [105, 129, 192], [36, 28, 33], [85, 106, 145], [160, 185, 192], [219, 242, 244], [48, 81, 104]]"
8023,8023,19,Dungeon Meshi,Delicious in Dungeon,Inutade  (イヌタデ),Member Favorites: 29,https://cdn.myanimelist.net/images/characters/6/543788.jpg,"[[221, 226, 226], [59, 55, 62], [171, 193, 235], [60, 139, 216], [30, 28, 31], [130, 150, 215], [80, 94, 116], [254, 254, 254], [136, 144, 157], [185, 210, 248]]"
8054,8054,50,Yubisaki to Renren,A Sign of Affection,Itsuomi Nagi (波岐 逸臣),Member Favorites: 765,https://cdn.myanimelist.net/images/characters/12/557890.jpg,"[[221, 213, 220], [179, 203, 249], [240, 236, 235], [205, 226, 252], [169, 158, 176], [111, 105, 137], [203, 192, 205], [252, 251, 251], [152, 170, 235], [121, 132, 221]]"
8055,8055,51,Yubisaki to Renren,A Sign of Affection,Yuki Itose (糸瀬 雪),Member Favorites: 683,https://cdn.myanimelist.net/images/characters/15/557891.jpg,"[[212, 222, 248], [123, 120, 231], [170, 170, 243], [100, 95, 199], [147, 145, 239], [231, 239, 251], [193, 198, 250], [192, 193, 230], [149, 160, 202], [69, 59, 126]]"
8056,8056,52,Yubisaki to Renren,A Sign of Affection,Oushi Ashioki (芦沖 桜志),Member Favorites: 86,https://cdn.myanimelist.net/images/characters/7/558802.jpg,"[[253, 253, 253], [84, 97, 99], [177, 205, 250], [202, 209, 187], [54, 67, 73], [161, 169, 165], [119, 131, 134], [226, 233, 222], [195, 220, 253], [146, 176, 234]]"
8057,8057,53,Yubisaki to Renren,A Sign of Affection,Shin Iryuu (伊柳 心),Member Favorites: 47,https://cdn.myanimelist.net/images/characters/11/557892.jpg,"[[114, 120, 187], [188, 202, 245], [159, 178, 233], [54, 55, 75], [246, 246, 249], [215, 203, 206], [140, 152, 222], [176, 156, 160], [209, 221, 251], [95, 94, 135]]"
8058,8058,54,Yubisaki to Renren,A Sign of Affection,Rin Fujishiro (藤白 りん),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/10/525364.jpg,"[[253, 254, 254], [94, 144, 204], [54, 63, 100], [105, 159, 218], [209, 223, 251], [86, 121, 181], [194, 207, 244], [158, 167, 204], [71, 99, 150], [20, 24, 55]]"
8059,8059,55,Yubisaki to Renren,A Sign of Affection,Emma Nakazono (中園 エマ),Member Favorites: 11,https://cdn.myanimelist.net/images/characters/2/557893.jpg,"[[185, 188, 230], [62, 64, 81], [248, 235, 227], [235, 193, 178], [98, 96, 123], [36, 38, 50], [215, 224, 251], [142, 139, 165], [252, 251, 251], [244, 212, 197]]"
8060,8060,56,Yubisaki to Renren,A Sign of Affection,Kyouya Nagi (波岐 京弥),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/4/525365.jpg,"[[254, 254, 254], [73, 93, 101], [123, 164, 153], [178, 193, 212], [50, 53, 63], [222, 230, 230], [184, 215, 248], [165, 173, 178], [137, 155, 199], [97, 116, 124]]"
8061,8061,57,Yubisaki to Renren,A Sign of Affection,Yasuhiro Sandanbata (三反畑 康広),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/552067.jpg,"[[60, 73, 99], [131, 146, 191], [172, 207, 246], [81, 114, 144], [68, 93, 121], [42, 55, 76], [113, 96, 83], [199, 178, 149], [152, 166, 205], [74, 62, 62]]"
8062,8062,58,Yubisaki to Renren,A Sign of Affection,Shintoki Ichishima (一嶌 深時),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/14/552055.jpg,"[[73, 66, 121], [211, 207, 208], [96, 72, 63], [181, 161, 137], [183, 205, 249], [138, 148, 197], [86, 85, 152], [69, 56, 57], [216, 194, 145], [131, 119, 106]]"
8063,8063,59,Yubisaki to Renren,A Sign of Affection,Izumi Yoshiki (吉季 いずみ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/15/537145.jpg,"[[85, 126, 143], [211, 225, 252], [56, 84, 100], [155, 160, 203], [101, 147, 164], [169, 212, 217], [40, 56, 68], [71, 105, 122], [144, 151, 152], [208, 224, 227]]"
8074,8074,70,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Anna Yamada (山田 杏奈),"Member Favorites: 2,828",https://cdn.myanimelist.net/images/characters/12/485465.jpg,"[[96, 73, 73], [223, 231, 248], [140, 130, 135], [63, 45, 45], [168, 164, 173], [121, 98, 97], [181, 188, 230], [249, 247, 247], [69, 94, 134], [224, 206, 206]]"
8075,8075,71,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Kyoutarou Ichikawa (市川 京太郎),"Member Favorites: 1,221",https://cdn.myanimelist.net/images/characters/16/511049.jpg,"[[66, 75, 85], [204, 207, 210], [30, 32, 39], [105, 137, 182], [245, 248, 247], [158, 146, 150], [138, 168, 208], [48, 52, 60], [99, 107, 121], [180, 174, 170]]"
8076,8076,72,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Kana Ichikawa (市川 香菜),Member Favorites: 165,https://cdn.myanimelist.net/images/characters/15/440240.jpg,"[[13, 11, 24], [198, 190, 201], [252, 253, 253], [56, 49, 68], [140, 132, 170], [88, 76, 95], [28, 26, 41], [215, 222, 232], [122, 112, 141], [169, 141, 156]]"
8077,8077,73,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Moeko Sekine (関根 萌子),Member Favorites: 121,https://cdn.myanimelist.net/images/characters/8/533903.jpg,"[[252, 252, 251], [76, 112, 195], [173, 187, 239], [61, 81, 147], [215, 227, 253], [105, 113, 144], [172, 175, 194], [220, 209, 216], [135, 145, 176], [43, 58, 105]]"
8078,8078,74,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Yuuki Yamada (山田 優希),Member Favorites: 48,https://cdn.myanimelist.net/images/characters/6/533889.jpg,"[[254, 254, 254], [127, 118, 129], [161, 178, 217], [242, 240, 240], [82, 64, 65], [118, 83, 84], [209, 225, 250], [127, 154, 181], [50, 41, 49], [251, 202, 132]]"
8079,8079,75,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Sanae Yamada (山田 さなえ),Member Favorites: 38,https://cdn.myanimelist.net/images/characters/7/533904.jpg,"[[254, 254, 254], [62, 58, 63], [249, 206, 239], [140, 129, 158], [182, 194, 234], [176, 157, 190], [101, 100, 116], [227, 177, 218], [43, 41, 48], [221, 233, 251]]"
8080,8080,76,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Chihiro Kobayashi (小林 ちひろ),Member Favorites: 33,https://cdn.myanimelist.net/images/characters/5/449837.jpg,"[[206, 218, 243], [25, 46, 83], [115, 119, 136], [110, 67, 70], [236, 238, 247], [171, 172, 185], [54, 74, 120], [24, 24, 41], [252, 253, 253], [89, 110, 210]]"
8081,8081,77,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Imaginary Kyoutarou  (イマジナリー京太郎),Member Favorites: 33,https://cdn.myanimelist.net/images/characters/7/534628.jpg,"[[254, 254, 254], [196, 178, 127], [61, 63, 78], [182, 201, 215], [212, 229, 251], [122, 118, 112], [148, 160, 176], [163, 148, 106], [230, 224, 216], [237, 249, 251]]"
8082,8082,78,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Honoka Hara (原 穂乃香),Member Favorites: 32,https://cdn.myanimelist.net/images/characters/3/533894.jpg,"[[254, 253, 253], [94, 56, 54], [187, 195, 228], [78, 82, 113], [132, 137, 167], [223, 228, 247], [44, 50, 77], [160, 164, 191], [57, 62, 94], [104, 110, 141]]"
8083,8083,79,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,Yurine Hanzawa (半沢 ユリネ),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/11/529667.jpg,"[[254, 254, 254], [100, 64, 65], [165, 188, 205], [126, 144, 166], [231, 223, 216], [41, 42, 121], [218, 231, 249], [73, 44, 48], [92, 105, 129], [184, 200, 219]]"
8374,8374,370,Kingdom 5th Season,Kingdom: Season 5,Xin  (信),"Member Favorites: 3,164",https://cdn.myanimelist.net/images/characters/2/241101.jpg,"[[235, 227, 167], [69, 56, 34], [204, 173, 42], [21, 17, 6], [106, 156, 241], [246, 246, 228], [94, 108, 138], [150, 102, 45], [220, 208, 110], [165, 198, 242]]"
8375,8375,371,Kingdom 5th Season,Kingdom: Season 5,Qiang Lei (羌 瘣),"Member Favorites: 1,562",https://cdn.myanimelist.net/images/characters/10/320932.jpg,"[[56, 44, 33], [251, 235, 237], [135, 125, 132], [14, 9, 9], [192, 129, 41], [178, 175, 180], [108, 112, 152], [222, 222, 237], [217, 170, 100], [75, 70, 79]]"
8376,8376,372,Kingdom 5th Season,Kingdom: Season 5,Zheng Ying (嬴 政),Member Favorites: 536,https://cdn.myanimelist.net/images/characters/6/212991.jpg,"[[22, 18, 24], [198, 202, 215], [79, 68, 159], [226, 233, 244], [73, 62, 71], [156, 161, 176], [48, 45, 95], [85, 92, 106], [114, 124, 139], [43, 38, 51]]"
